,UNICODE,CHARACTER,RADICAL
701,U+50BD,傽,亻 立 日 十
702,U+50BE,傾,亻 &CDP-895F; 頁
703,U+50BF,傿,亻 一 止 &CDP-8DBF;
704,U+50C0,僀,亻 &CDP-8C4B; 冖 巾
705,U+50C1,僁,亻 釆 心
706,U+50C2,僂,亻 &CDP-89C5; 女
707,U+50C3,僃,亻 𤰈
708,U+50C4,僄,亻 覀 示
709,U+50C5,僅,亻 廿 &CDP-8A6D;
710,U+50C6,僆,亻 辶 車
711,U+50C7,僇,亻 羽 㐱
712,U+50C8,僈,亻 &CDP-8CBF; 又
713,U+50C9,僉,&CDP-8AFC; 口 口 人 人
714,U+50CA,僊,亻 䙴
715,U+50CB,僋,亻 𠆢 𪜊 貝
716,U+50CC,僌,亻 𨊴
717,U+50CD,働,亻 重 力
718,U+50CE,僎,亻 巳 巳 龷 &GT-K00059;
719,U+50CF,像,亻 &GT-K02380; 𧰨
720,U+50D0,僐,亻 羊 䒑 口
721,U+50D1,僑,亻 丿 大 口 冂 口
722,U+50D2,僒,亻 穴 尹 口
723,U+50D3,僓,亻 𠀐 貝
724,U+50D4,僔,亻 丶 丿 酉 寸
725,U+50D5,僕,亻 业 䒑 夫
726,U+50D6,僖,亻 十 豆 口
727,U+50D7,僗,亻 𤇾 力
728,U+50D8,僘,亻 ⺌ 冂 口 攵
729,U+50D9,僙,亻 黃
730,U+50DA,僚,亻 𡗜 日 小
731,U+50DB,僛,亻 &CDP-8B72; &GT-K00059; 欠
732,U+50DC,僜,亻 癶 豆
733,U+50DD,僝,亻 尸 子 子 子
734,U+50DE,僞,亻 爲
735,U+50DF,僟,亻 &CDP-8BA4; 人
736,U+50E0,僠,亻 釆 田
737,U+50E1,僡,亻 &CDP-8BD0; 心
738,U+50E2,僢,亻 &CDP-8BB8; 舛
739,U+50E3,僣,亻 㚘 曰
740,U+50E4,僤,亻 口 口 &CDP-8BD9;
741,U+50E5,僥,亻 土 土 土 兀
742,U+50E6,僦,亻 亠 口 小 尤
743,U+50E7,僧,亻 丶 丿 &CDP-8B63;
744,U+50E8,僨,亻 十 廾 貝
745,U+50E9,僩,亻 門 月
746,U+50EA,僪,亻 矛 &CDP-8C58; 口
747,U+50EB,僫,亻 亞 心
748,U+50EC,僬,亻 隹 灬
749,U+50ED,僭,亻 旡 旡 曰
750,U+50EE,僮,亻 立 田 土
751,U+50EF,僯,亻 米 舛
752,U+50F0,僰,朿 朿 人
753,U+50F1,僱,亻 户 隹
754,U+50F2,僲,亻 覀 舛
755,U+50F3,僳,亻 覀 米
756,U+50F4,僴,亻 門 日
757,U+50F5,僵,亻 &CDP-8D5E; &CDP-8D5E; 一
758,U+50F6,僶,亻 黽
759,U+50F7,僷,亻 艹 世 木
760,U+50F8,僸,亻 木 木 示
761,U+50F9,價,亻 覀 貝
762,U+50FA,僺,亻 口 口 口 木
763,U+50FB,僻,亻 𡰪 辛
764,U+50FC,僼,亻 曲 豆
765,U+50FD,僽,亻 禾 火 心
766,U+50FE,僾,亻 &CDP-8BB8; 心 夂
767,U+50FF,僿,亻 𡨄 土
768,U+5100,儀,亻 𦍌 我
769,U+5101,儁,亻 隹 &CDP-8DDF;
770,U+5102,儂,亻 曲 辰
771,U+5103,儃,亻 㐭 日 一
772,U+5104,億,亻 音 心
773,U+5105,儅,亻 &GT-K05014; 田
774,U+5106,儆,亻 艹 勹 口 攵
775,U+5107,儇,亻 ⺫ &GT-K04958;
776,U+5108,儈,亻 &CDP-8AFC; &CDP-8B63;
777,U+5109,儉,亻 &CDP-8AFC; 口 口 人 人
778,U+510A,儊,亻 木 木 疋
779,U+510B,儋,亻 ⺈ 厂 &CDP-8CC3;
780,U+510C,儌,亻 &CDP-8CE0; 攵
781,U+510D,儍,亻 𠚍 &GT-K00059; 夂
782,U+510E,儎,亻 𢦏 車
783,U+510F,儏,亻 &C4-244D; 米
784,U+5110,儐,亻 &CDP-8D74; 貝
785,U+5111,儑,亻 㬎
786,U+5112,儒,亻 雨 而
787,U+5113,儓,亻 士 口 冖 &I-GT-03877; 土
788,U+5114,儔,亻 &CDP-8D53; 一 口 寸
789,U+5115,儕,亻 齊
790,U+5116,儖,亻 &CDP-8CC9; 皿
791,U+5117,儗,亻 𠤕 &CDP-8CCE;
792,U+5118,儘,亻 &CDP-8CA5; 皿
793,U+5119,儙,亻 辶 𠳋
794,U+511A,儚,亻 艹 ⺫ 冖 夕
795,U+511B,儛,亻 &CDP-8BBE; 舛
796,U+511C,儜,亻 𫲽 皿 丁
797,U+511D,儝,亻 𤇾 木
798,U+511E,儞,亻 一 &CDP-88D6;
799,U+511F,償,亻 &GT-K05014; 貝
800,U+5120,儠,亻 巛 囗 人 &CDP-8D46;
801,U+5121,儡,亻 田 田 田
802,U+5122,儢,亻 虍 田 心
803,U+5123,儣,亻 广 黃
804,U+5124,儤,亻 日 㳟
805,U+5125,儥,亻 士 ⺫ 貝
806,U+5126,儦,亻 鹿 灬
807,U+5127,儧,亻 㚘 貝
808,U+5128,儨,亻 斤 斤 貝
809,U+5129,儩,亻 貝 日 勹 &CDP-89A6;
810,U+512A,優,亻 &CDP-8CD4; 心 夂
811,U+512B,儫,亻 亠 口 冖 豕
812,U+512C,儬,亻 青 見
813,U+512D,儭,亻 立 朩 見
814,U+512E,儮,亻 厂 禾 禾 止
815,U+512F,儯,亻 龹 馬
816,U+5130,儰,亻 艹 為
817,U+5131,儱,亻 龍
818,U+5132,儲,亻 言 耂 日
819,U+5133,儳,亻 㲋 ⺈ &CDP-8BCB; 丶
820,U+5134,儴,亻 衣 &CDP-8CA3;
821,U+5135,儵,&CDP-8B7A; 攵 黑
822,U+5136,儶,亻 山 隹 &CDP-8C58; 口
823,U+5137,儷,亻 &GT-00145; 鹿
824,U+5138,儸,亻 ⺲ 糸 隹
825,U+5139,儹,亻 ⺧ 儿 ⺧ 儿 貝
826,U+513A,儺,亻 &CDP-8BD3; 隹
827,U+513B,儻,亻 &GT-K05014; 黑
828,U+513C,儼,亻 口 口 厂 &CDP-8C5B; 攵
829,U+513D,儽,亻 田 田 田 糸
830,U+513E,儾,亻 &CDP-8DDD; 冖 &CDP-8CA3; &CDP-8B67;
831,U+513F,儿,儿
832,U+5140,兀,兀
833,U+5141,允,厶 儿
834,U+5142,兂,兂
835,U+5143,元,一 兀
836,U+5144,兄,口 儿
837,U+5145,充,亠 厶 儿
838,U+5146,兆,兆
839,U+5147,兇,凵 㐅 儿
840,U+5148,先,⺧ 儿
841,U+5149,光,⺌ 一 儿
842,U+514A,兊,八 厶 儿
843,U+514B,克,十 口 儿
844,U+514C,兌,八 口 儿
845,U+514D,免,⺈ &CDP-8BCB;
846,U+514E,兎,丿 &CDP-89B9; 丶
847,U+514F,兏,厂 𠑷
848,U+5150,児,丨 日 儿
849,U+5151,兑,丶 丿 口 儿
850,U+5152,兒,臼 儿
851,U+5153,兓,兂 兂
852,U+5154,兔,⺈ &CDP-8BCB; 丶
853,U+5155,兕,凹 儿
854,U+5156,兖,亠 &GT-K00059; 厶 儿
855,U+5157,兗,亠 八 口 儿
856,U+5158,兘,一 兀 厶 口
857,U+5159,兙,十 口 儿 十
858,U+515A,党,&GT-K05014; 儿
859,U+515B,兛,十 口 儿 千
860,U+515C,兜,兜
861,U+515D,兝,十 口 儿 八 刀
862,U+515E,兞,十 口 儿 毛
863,U+515F,兟,⺧ 儿 ⺧ 儿
864,U+5160,兠,&CDP-8BC5; 白 匕 儿
865,U+5161,兡,十 口 儿 一 白
866,U+5162,兢,十 口 儿 十 口 儿
867,U+5163,兣,十 口 儿 厂 田 土
868,U+5164,兤,⺌ 一 儿 广 黃
869,U+5165,入,入
870,U+5166,兦,𠃊 入
871,U+5167,內,內
872,U+5168,全,𠆢 王
873,U+5169,兩,一 &CDP-8C62;
874,U+516A,兪,&CDP-8AFC; &CDP-8958; 巜
875,U+516B,八,八
876,U+516C,公,八 厶
877,U+516D,六,亠 &GT-K00059;
878,U+516E,兮,八 丂
879,U+516F,兯,丶 丿 &CDP-8A60;
880,U+5170,兰,丶 丿 三
881,U+5171,共,龷 &GT-K00059;
882,U+5172,兲,王 八
883,U+5173,关,丶 丿 一 大
884,U+5174,兴,𭕄 一 &GT-K00059;
885,U+5175,兵,斤 &GT-K00264;
886,U+5176,其,&CDP-8B72; &GT-K00059;
887,U+5177,具,&CDP-8BA5; &GT-K00059;
888,U+5178,典,&CDP-89E0; &GT-K00059;
889,U+5179,兹,䒑 𢆶
890,U+517A,兺,八 刀 口 匕
891,U+517B,养,䒑 夫 &CDP-89AB;
892,U+517C,兼,䒑 &CDP-8CDE;
893,U+517D,兽,丶 丿 田 𠮛
894,U+517E,兾,丶 丿 田 龷 &GT-K00059;
895,U+517F,兿,䒑 扌 丸 二 厶
896,U+5180,冀,&CDP-8BC5; 匕 田 龷 &GT-K00059;
897,U+5181,冁,丶 丿 &CDP-8BD9; 尸 &CDP-8CE5;
898,U+5182,冂,冂
899,U+5183,冃,冂 𠄠
900,U+5184,冄,冄
901,U+5185,内,内
902,U+5186,円,円
903,U+5187,冇,𠂇 冂
904,U+5188,冈,冂 㐅
905,U+5189,冉,冉
906,U+518A,冊,冊
907,U+518B,冋,冂 口
908,U+518C,册,册
909,U+518D,再,一 冉
910,U+518E,冎,冎
911,U+518F,冏,&CDP-8C58; 口
912,U+5190,冐,⺜ &CDP-8958;
913,U+5191,冑,由 冂 𠄠
914,U+5192,冒,⺜ 目
915,U+5193,冓,&CDP-8BB7; 冉
916,U+5194,冔,⺜ 口 于
917,U+5195,冕,⺜ ⺈ &CDP-8BCB;
918,U+5196,冖,冖
919,U+5197,冗,冖 几
920,U+5198,冘,冘
921,U+5199,写,冖 &CDP-8BBF; 一
922,U+519A,冚,冖 山
923,U+519B,军,冖 车
924,U+519C,农,&CDP-89E2; &CDP-8CC6;
925,U+519D,冝,冖 且
926,U+519E,冞,冖 米
927,U+519F,冟,冖 白 匕
928,U+51A0,冠,冖 &CDP-8DB7;
929,U+51A1,冡,冖 一 豕
930,U+51A2,冢,冖 豖
931,U+51A3,冣,冖 耳 又
932,U+51A4,冤,冖 ⺈ &CDP-8BCB; 丶
933,U+51A5,冥,冖 日 亠 &GT-K00059;
934,U+51A6,冦,冖 &CDP-8DD7;
935,U+51A7,冧,冖 木 木
936,U+51A8,冨,冖 𠮛 田
937,U+51A9,冩,冖 臼 &CDP-8C40;
938,U+51AA,冪,冖 艹 日 大 巾
939,U+51AB,冫,冫
940,U+51AC,冬,夂 &CDP-8971;
941,U+51AD,冭,大 冫
942,U+51AE,冮,冫 工
943,U+51AF,冯,冫 马
944,U+51B0,冰,冫 水
945,U+51B1,冱,冫 互
946,U+51B2,冲,冫 中
947,U+51B3,决,冫 夬
948,U+51B4,冴,冫 牙
949,U+51B5,况,冫 口 儿
950,U+51B6,冶,冫 厶 口
951,U+51B7,冷,冫 𠆢 丶 龴
952,U+51B8,冸,冫 半
953,U+51B9,冹,冫 犮
954,U+51BA,冺,冫 民
955,U+51BB,冻,冫 东
956,U+51BC,冼,冫 ⺧ 儿
957,U+51BD,冽,冫 歹 刂
958,U+51BE,冾,冫 &CDP-8AFC; 口
959,U+51BF,冿,冫 聿
960,U+51C0,净,冫 ⺈ &CDP-8BFE;
961,U+51C1,凁,冫 束
962,U+51C2,凂,冫 ⺈ &CDP-8BCB;
963,U+51C3,凃,冫 &CDP-8AFC; 朩
964,U+51C4,凄,冫 &CDP-89E5; 女
965,U+51C5,凅,冫 囗 十 口
966,U+51C6,准,冫 隹
967,U+51C7,凇,冫 木 八 厶
968,U+51C8,凈,冫 爫 &CDP-8BFE;
969,U+51C9,凉,冫 亠 口 小
970,U+51CA,凊,冫 青
971,U+51CB,凋,冫 ⺆ 𠮷
972,U+51CC,凌,冫 土 &GT-K00059; 夂
973,U+51CD,凍,冫 東
974,U+51CE,凎,冫 金
975,U+51CF,减,冫 戊 一 口
976,U+51D0,凐,冫 覀 土
977,U+51D1,凑,冫 &CDP-8BE9; 一 大
978,U+51D2,凒,冫 山 豆
979,U+51D3,凓,冫 覀 木
980,U+51D4,凔,冫 𠆢 丶 &CDP-89CE; 口
981,U+51D5,凕,冫 冖 日 亠 &GT-K00059;
982,U+51D6,凖,冫 隹 十
983,U+51D7,凗,冫 山 隹
984,U+51D8,凘,冫 &CDP-8B72; &GT-K00059; 斤
985,U+51D9,凙,冫 ⺫ 土 𢆉
986,U+51DA,凚,冫 木 木 示
987,U+51DB,凛,冫 㐭 示
988,U+51DC,凜,冫 㐭 禾
989,U+51DD,凝,冫 𠤕 &CDP-8CCE;
990,U+51DE,凞,冫 丿 臣 巳 灬
991,U+51DF,凟,冫 士 ⺫ 貝
992,U+51E0,几,几
993,U+51E1,凡,几 丶
994,U+51E2,凢,丿 几
995,U+51E3,凣,丨 几
996,U+51E4,凤,⺇ 又
997,U+51E5,凥,尸 几
998,U+51E6,処,夂 几
999,U+51E7,凧,⺇ 巾
1000,U+51E8,凨,⺇ 二 厶
1001,U+51E9,凩,⺇ 木
1002,U+51EA,凪,⺇ 止
1003,U+51EB,凫,&CDP-8964; 几
1004,U+51EC,凬,&GT-K00369; 日
1005,U+51ED,凭,亻 丿 士 几
1006,U+51EE,凮,⺇ 一 白
1007,U+51EF,凯,山 己 几
1008,U+51F0,凰,⺇ 白 王
1009,U+51F1,凱,山 豆 几
1010,U+51F2,凲,⺇ 䒑 &CDP-8CDE;
1011,U+51F3,凳,癶 豆 几
1012,U+51F4,凴,冫 馬 几
1013,U+51F5,凵,凵
1014,U+51F6,凶,凵 㐅
1015,U+51F7,凷,凵 土
1016,U+51F8,凸,凸
1017,U+51F9,凹,凹
1018,U+51FA,出,屮 凵
1019,U+51FB,击,&CDP-8BF1; 凵
1020,U+51FC,凼,凵 水
1021,U+51FD,函,凵 &GT-K02033;
1022,U+51FE,凾,凵 亟
1023,U+51FF,凿,凵 业 𢆉
1024,U+5200,刀,刀
1025,U+5201,刁,𠃌 &CDP-8DE4;
1026,U+5202,刂,刂
1027,U+5203,刃,刀 丿
1028,U+5204,刄,刄
1029,U+5205,刅,刀 丿 丶
1030,U+5206,分,八 刀
1031,U+5207,切,七 刀
1032,U+5208,刈,㐅 刂
1033,U+5209,刉,𠂉 乙 刂
1034,U+520A,刊,干 刂
1035,U+520B,刋,千 刂
1036,U+520C,刌,寸 刂
1037,U+520D,刍,⺈ &G0-6566;
1038,U+520E,刎,勹 &CDP-89A6; 刂
1039,U+520F,刏,𠂉 一 乁 刂
1040,U+5210,刐,丹 刂
1041,U+5211,刑,一 廾 刂
1042,U+5212,划,戈 刂
1043,U+5213,刓,一 兀 刂
1044,U+5214,刔,夬 刂
1045,U+5215,刕,刀 𠚪
1046,U+5216,刖,月 刂
1047,U+5217,列,歹 刂
1048,U+5218,刘,文 刂
1049,U+5219,则,贝 刂
1050,U+521A,刚,冂 㐅 刂
1051,U+521B,创,𠆢 㔾 刂
1052,U+521C,刜,弗 刂
1053,U+521D,初,衤 刀
1054,U+521E,刞,且 刂
1055,U+521F,刟,刀 口 刂
1056,U+5220,删,册 刂
1057,U+5221,刡,民 刂
1058,U+5222,刢,𠆢 丶 龴 刂
1059,U+5223,刣,厶 口 刂
1060,U+5224,判,半 刂
1061,U+5225,別,𠮠 刂
1062,U+5226,刦,土 厶 刂
1063,U+5227,刧,土 厶 刀
1064,U+5228,刨,勹 巳 刂
1065,U+5229,利,禾 刂
1066,U+522A,刪,冊 刂
1067,U+522B,别,口 力 刂
1068,U+522C,刬,戋 刂
1069,U+522D,刭,𢀖 刂
1070,U+522E,刮,舌 刂
1071,U+522F,刯,一 日 一 刂
1072,U+5230,到,&I-GT-03877; 土 刂
1073,U+5231,刱,井 刀 丿 丶
1074,U+5232,刲,土 土 刂
1075,U+5233,刳,大 一 丂 刂
1076,U+5234,刴,乃 木 刂
1077,U+5235,刵,耳 刂
1078,U+5236,制,&CDP-89EC; 刂
1079,U+5237,刷,𡰯 刂
1080,U+5238,券,龹 刀
1081,U+5239,刹,㐅 木 刂
1082,U+523A,刺,朿 刂
1083,U+523B,刻,亠 &GT-00154; 人 刂
1084,U+523C,刼,土 厶 刀 丿
1085,U+523D,刽,𠆢 二 厶 刂
1086,U+523E,刾,夹 刂
1087,U+523F,刿,山 夕 刂
1088,U+5240,剀,山 己 刂
1089,U+5241,剁,几 木 刂
1090,U+5242,剂,齐 刂
1091,U+5243,剃,丿 丶 丿 弔 刂
1092,U+5244,剄,一 巛 工 刂
1093,U+5245,剅,豆 刂
1094,U+5246,剆,丶 艮 刂
1095,U+5247,則,貝 刂
1096,U+5248,剈,口 &CDP-8958; 刂
1097,U+5249,剉,土 人 人 刂
1098,U+524A,削,⺌ &CDP-8958; 刂
1099,U+524B,剋,十 口 儿 刂
1100,U+524C,剌,束 刂
1101,U+524D,前,䒑 &CDP-8958; 刂
1102,U+524E,剎,𣏂 刂
1103,U+524F,剏,丶 丿 一 廾 刀 丿
1104,U+5250,剐,口 内 刂
1105,U+5251,剑,&CDP-8AFC; 𭕄 一 刂
1106,U+5252,剒,龷 日 刂
1107,U+5253,剓,𥝢 刀
1108,U+5254,剔,日 勹 &CDP-89A6; 刂
1109,U+5255,剕,非 刂
1110,U+5256,剖,立 口 刂
1111,U+5257,剗,戈 戈 刂
1112,U+5258,剘,&CDP-8B72; &GT-K00059; 刂
1113,U+5259,剙,丶 丿 一 廾 刀 丿 丶
1114,U+525A,剚,事 刂
1115,U+525B,剛,冂 &CDP-8CC7; 刂
1116,U+525C,剜,宀 夕 㔾 刂
1117,U+525D,剝,彑 ⺢ 刂
1118,U+525E,剞,大 &CDP-8974; 口 刂
1119,U+525F,剟,又 又 又 又 刂
1120,U+5260,剠,亠 口 小 刂
1121,U+5261,剡,火 火 刂
1122,U+5262,剢,豖 刂
1123,U+5263,剣,㑒 刂
1124,U+5264,剤,文 &CDP-89C6; 刂
1125,U+5265,剥,彐 ⺢ 刂
1126,U+5266,剦,大 电 刂
1127,U+5267,剧,尸 十 口 刂
1128,U+5268,剨,丰 石 刂
1129,U+5269,剩,乘 刂
1130,U+526A,剪,䒑 &CDP-8958; 刂 刀
1131,U+526B,剫,广 &CDP-8C46; 刂
1132,U+526C,剬,山 而 刂
1133,U+526D,剭,尸 &I-GT-03877; 土 刂
1134,U+526E,剮,冎 口 刂
1135,U+526F,副,𠮛 田 刂
1136,U+5270,剰,乗 刂
1137,U+5271,剱,㑒 刀 丿
1138,U+5272,割,宀 &C1-4464; 口 刂
1139,U+5273,剳,艹 &CDP-8AFC; 口 刂
1140,U+5274,剴,山 豆 刂
1141,U+5275,創,𠆢 丶 &CDP-89CE; 口 刂
1142,U+5276,剶,彑 𧰨 刂
1143,U+5277,剷,&CDP-8BAE; 厂 生 刂
1144,U+5278,剸,&CDP-8BD0; 寸 刂
1145,U+5279,剹,羽 㐱 刂
1146,U+527A,剺,𠩺 刀
1147,U+527B,剻,山 月 月 刂
1148,U+527C,剼,𠫯 彡 刂
1149,U+527D,剽,覀 示 刂
1150,U+527E,剾,匚 口 口 口 刂
1151,U+527F,剿,巛 果 刂
1152,U+5280,劀,矛 &CDP-8C58; 口 刂
1153,U+5281,劁,隹 灬 刂
1154,U+5282,劂,厂 䒑 屮 欠 刂
1155,U+5283,劃,聿 田 一 刂
1156,U+5284,劄,竹 &CDP-8AFC; 口 刂
1157,U+5285,劅,⺫ &CDP-8C4A; 刂
1158,U+5286,劆,广 䒑 &CDP-8CDE; 刂
1159,U+5287,劇,虍 豕 刂
1160,U+5288,劈,𡰪 辛 刀
1161,U+5289,劉,𨥫 刂
1162,U+528A,劊,&CDP-8AFC; &CDP-8B63; 刂
1163,U+528B,劋,口 口 口 木 刂
1164,U+528C,劌,止 &CDP-8CB3; 刂
1165,U+528D,劍,&CDP-8AFC; 口 口 人 人 刂
1166,U+528E,劎,&CDP-8AFC; 口 口 人 人 刀
1167,U+528F,劏,&GT-K05014; 田 刂
1168,U+5290,劐,艹 隹 又 刂
1169,U+5291,劑,齊 刂
1170,U+5292,劒,&CDP-8AFC; 口 口 人 人 刀 丿
1171,U+5293,劓,自 田 丌 刂
1172,U+5294,劔,&CDP-8AFC; 口 口 人 人 刄
1173,U+5295,劕,斤 斤 貝 刂
1174,U+5296,劖,㲋 ⺈ &CDP-8BCB; 丶 刂
1175,U+5297,劗,⺧ 儿 ⺧ 儿 貝 刂
1176,U+5298,劘,麻 非 刂
1177,U+5299,劙,彑 𧰨 䖵 刂
1178,U+529A,劚,㞑 ⺫ &CDP-8C4A; 刂
1179,U+529B,力,力
1180,U+529C,劜,力 乚
1181,U+529D,劝,又 力
1182,U+529E,办,办
1183,U+529F,功,工 力
1184,U+52A0,加,力 口
1185,U+52A1,务,夂 力
1186,U+52A2,劢,万 力
1187,U+52A3,劣,小 丿 力
1188,U+52A4,劤,斤 力
1189,U+52A5,劥,亠 几 力
1190,U+52A6,劦,力 力 力
1191,U+52A7,劧,手 力
1192,U+52A8,动,二 厶 力
1193,U+52A9,助,且 力
1194,U+52AA,努,女 又 力
1195,U+52AB,劫,土 厶 力
1196,U+52AC,劬,勹 口 力
1197,U+52AD,劭,刀 口 力
1198,U+52AE,劮,丿 夫 力
1199,U+52AF,劯,石 力
1200,U+52B0,劰,白 力
1201,U+52B1,励,厂 万 力
1202,U+52B2,劲,𢀖 力
1203,U+52B3,劳,𫇦 力
1204,U+52B4,労,&GT-K01443; 力
1205,U+52B5,劵,龹 力
1206,U+52B6,劶,𠂋 口 力
1207,U+52B7,劷,羊 力
1208,U+52B8,劸,土 土 力
1209,U+52B9,効,亠 父 力
1210,U+52BA,劺,厶 牛 力
1211,U+52BB,劻,匚 王 力
1212,U+52BC,劼,士 口 力
1213,U+52BD,劽,歹 刂 力
1214,U+52BE,劾,亠 &GT-00154; 人 力
1215,U+52BF,势,扌 丸 力
1216,U+52C0,勀,十 口 儿 力
1217,U+52C1,勁,一 巛 工 力
1218,U+52C2,勂,⺧ 口 力
1219,U+52C3,勃,&CDP-8D52; 子 力
1220,U+52C4,勄,𠂉 母 力
1221,U+52C5,勅,束 力
1222,U+52C6,勆,丶 艮 力
1223,U+52C7,勇,龴 用 力
1224,U+52C8,勈,龴 用 力
1225,U+52C9,勉,⺈ &CDP-8BCB; 力
1226,U+52CA,勊,十 口 儿 力
1227,U+52CB,勋,口 贝 力
1228,U+52CC,勌,龹 㔾 力
1229,U+52CD,勍,亠 口 小 力
1230,U+52CE,勎,土 儿 土 力
1231,U+52CF,勏,立 口 力
1232,U+52D0,勐,子 皿 力
1233,U+52D1,勑,來 力
1234,U+52D2,勒,革 力
1235,U+52D3,勓,比 白 力
1236,U+52D4,勔,一 丿 囗 &CDP-89CC; 力
1237,U+52D5,動,重 力
1238,U+52D6,勖,⺜ 目 力
1239,U+52D7,勗,曰 且 力
1240,U+52D8,勘,&CDP-88C8; 匚 儿 力
1241,U+52D9,務,矛 &CDP-8C64;
1242,U+52DA,勚,世 贝 力
1243,U+52DB,勛,口 貝 力
1244,U+52DC,勜,八 厶 羽 力
1245,U+52DD,勝,月 龹 力
1246,U+52DE,勞,𤇾 力
1247,U+52DF,募,艹 日 大 力
1248,U+52E0,勠,羽 㐱 力
1249,U+52E1,勡,覀 示 力
1250,U+52E2,勢,土 儿 土 丸 力
1251,U+52E3,勣,龶 貝 力
1252,U+52E4,勤,廿 &CDP-8A6D; 力
1253,U+52E5,勥,弓 口 虫 力
1254,U+52E6,勦,巛 果 力
1255,U+52E7,勧,𮥶 力
1256,U+52E8,勨,&GT-K02380; 𧰨 力
1257,U+52E9,勩,世 貝 力
1258,U+52EA,勪,丿 大 口 冂 口 力
1259,U+52EB,勫,釆 田 力
1260,U+52EC,勬,龹 糸 力
1261,U+52ED,勭,立 田 土 力
1262,U+52EE,勮,虍 豕 力
1263,U+52EF,勯,㐭 日 一 力
1264,U+52F0,勰,力 力 力 田 心
1265,U+52F1,勱,艹 禺 力
1266,U+52F2,勲,重 力 灬
1267,U+52F3,勳,熏 力
1268,U+52F4,勴,虍 田 心 力
1269,U+52F5,勵,厂 艹 禺 力
1270,U+52F6,勶,彳 亠 厶 &CDP-8958; 攵 力
1271,U+52F7,勷,衣 &CDP-8CA3; 力
1272,U+52F8,勸,艹 &C5-4A7B; 力
1273,U+52F9,勹,勹
1274,U+52FA,勺,勹 丶
1275,U+52FB,勻,勹 二
1276,U+52FC,勼,勹 九
1277,U+52FD,勽,勹 人
1278,U+52FE,勾,勹 厶
1279,U+52FF,勿,勹 &CDP-89A6;
1280,U+5300,匀,勹 冫
1281,U+5301,匁,勹 乂
1282,U+5302,匂,勹 匕
1283,U+5303,匃,勹 𠃊 人
1284,U+5304,匄,勹 亡
1285,U+5305,包,勹 巳
1286,U+5306,匆,勹 &CDP-89D5;
1287,U+5307,匇,勹 夕
1288,U+5308,匈,勹 凵 㐅
1289,U+5309,匉,勹 平
1290,U+530A,匊,勹 米
1291,U+530B,匋,勹 缶
1292,U+530C,匌,勹 &CDP-8AFC; 口
1293,U+530D,匍,勹 甫
1294,U+530E,匎,勹 大 电
1295,U+530F,匏,大 一 丂 勹 巳
1296,U+5310,匐,勹 𠮛 田
1297,U+5311,匑,勹 身 弓
1298,U+5312,匒,勹 艹 &CDP-8AFC; 口
1299,U+5313,匓,勹 &CDP-8B7C; 几 又
1300,U+5314,匔,勹 身 口 口
1301,U+5315,匕,匕
1302,U+5316,化,亻 𠤎
1303,U+5317,北,&CDP-8BC5; 匕
1304,U+5318,匘,匕 𡿺
1305,U+5319,匙,日 𤴓 匕
1306,U+531A,匚,匚
1307,U+531B,匛,匚 久
1308,U+531C,匜,匚 也
1309,U+531D,匝,匚 巾
1310,U+531E,匞,匚 工
1311,U+531F,匟,匚 亠 几
1312,U+5320,匠,匚 斤
1313,U+5321,匡,匚 王
1314,U+5322,匢,匚 勹 &CDP-89A6;
1315,U+5323,匣,匚 甲
1316,U+5324,匤,匚 玉
1317,U+5325,匥,匚 厶 廾
1318,U+5326,匦,匚 车 九
1319,U+5327,匧,匚 夾
1320,U+5328,匨,匚 爿 士
1321,U+5329,匩,匚 㞷
1322,U+532A,匪,匚 非
1323,U+532B,匫,匚 勹 &CDP-89A6; 日
1324,U+532C,匬,匚 &CDP-8AFC; 月 刂
1325,U+532D,匭,匚 車 九
1326,U+532E,匮,匚 𠀐 贝
1327,U+532F,匯,匚 氵 隹
1328,U+5330,匰,匚 口 口 &CDP-8BD9;
1329,U+5331,匱,匚 𠀐 貝
1330,U+5332,匲,匚 𡙗
1331,U+5333,匳,匚 &CDP-8AFC; 口 口 人 人
1332,U+5334,匴,匚 竹 目 廾
1333,U+5335,匵,匚 士 ⺫ 貝
1334,U+5336,匶,匚 ⻀ 隹 臼
1335,U+5337,匷,匚 䀠 隹
1336,U+5338,匸,匸
1337,U+5339,匹,匚 儿
1338,U+533A,区,匚 㐅
1339,U+533B,医,匚 矢
1340,U+533C,匼,匚 &CDP-8AFC; 口
1341,U+533D,匽,匚 日 女
1342,U+533E,匾,匚 户 𠕁
1343,U+533F,匿,匚 艹 𠂇 口
1344,U+5340,區,匚 口 口 口
1345,U+5341,十,十
1346,U+5342,卂,⺄ 十
1347,U+5343,千,千
1348,U+5344,卄,卄
1349,U+5345,卅,卅
1350,U+5346,卆,九 十
1351,U+5347,升,丿 廾
1352,U+5348,午,𠂉 十
1353,U+5349,卉,十 廾
1354,U+534A,半,半
1355,U+534B,卋,十 廿
1356,U+534C,卌,卌
1357,U+534D,卍,卍
1358,U+534E,华,亻 𠤎 十
1359,U+534F,协,十 办
1360,U+5350,卐,卐
1361,U+5351,卑,&CDP-89BE; 十
1362,U+5352,卒,𠅃 十
1363,U+5353,卓,⺊ 日 十
1364,U+5354,協,十 力 力 力
1365,U+5355,单,丶 丿 &CDP-8BD9;
